,id,label
0,327031890622164993,0
1,330425562201993216,0
2,326796299179548672,0
3,334548844731826176,0
4,332500824150392833,0
5,334424362033762304,0
6,421708259716636672,0
7,420942263154249728,0
8,707088385995890689,0
9,955356819324657665,0
10,955363354083766272,0
11,955408486153715713,0
12,955367160334946305,0
13,955358330301681664,0
14,955380267484622848,0
15,955357419147878400,0
16,955405555367055360,0
17,955380056024649728,0
18,955364522268741632,0
19,954868960905834501,0
20,955000687162781696,0
21,954995897087287297,0
22,955017638438109184,0
23,938206714175873024,0
24,938175951787249666,0
25,938285156716171265,0
26,938389967486836736,0
27,938182679085961216,0
28,938370610463494144,0
29,938388997709221890,0
30,986489352514691072,0
31,986516637728813056,0
32,986372521300844549,0
33,986626598748262400,0
34,921792338862755840,0
35,915928687589150722,0
36,916212409748115458,0
37,916324223194488832,0
38,918515284725596161,0
39,916234131352244224,0
40,917344171865837568,0
41,915956748929945601,0
42,958054639764520960,0
43,958056037227073537,0
44,950463901015183360,0
45,488744043946729472,0
46,500558476234743809,0
47,492372887484239873,0
48,492263999615295488,0
49,508357259207143424,0
50,491623617839759360,0
51,953547447665680385,0
52,953540029141405697,0
53,953537948464623617,0
54,953557720774397954,0
55,953556153899905024,0
56,953544943666106368,0
57,938612634873729024,0
58,938803565702926336,0
59,938775894457507840,0
60,938798772657836038,0
61,938762318682492929,0
62,938812145348825088,0
63,942480941330714624,0
64,942465916356448256,0
65,954468585103134720,0
66,954470263604895744,0
67,956635795250712591,0
68,957138942398214144,0
69,955693859379572736,0
70,959782043960868864,0
71,959715088356831232,0
72,938536045280415744,0
73,938537621403439104,0
74,938459403765903361,0
75,938510077727821824,0
76,938494802840182784,0
77,938478208403550208,0
78,938463820653170693,0
79,938502809259069442,0
80,966022925278154752,0
81,966023051308601347,0
82,966028411427786755,0
83,965993964410195968,0
84,966074477481164800,0
85,966043187193307136,0
86,966029696881381377,0
87,966017693437571072,0
88,966020955742048257,0
89,987033694488670208,0
90,987054871282114561,0
91,987035741250379784,0
92,987078666587967490,0
93,987040765456117762,0
94,987059153016377344,0
95,987068681103519745,0
96,942459977758801922,0
97,942461479126732800,0
98,942464994586910720,0
99,942462485805830144,0
100,942461471572840454,0
101,942463089332584448,0
102,942462039783608320,0
103,942464576301477889,0
104,942461109835059200,0
105,942462871774121990,0
106,981029022665723904,0
107,980602602873290753,0
108,981208696142299136,0
109,981255128954163201,0
110,981217530843975681,0
111,980820179293818881,0
112,981170399856664576,0
113,980908538687082496,0
114,980488393409875968,0
115,981266355159752704,0
116,935202872387567620,0
117,935260444444545034,0
118,935233591390425088,0
119,935366353913032705,0
120,935270786847387651,0
121,958237108539416576,0
122,953453299029561344,0
123,953445278681415680,0
124,953439468228399104,0
125,953436028492279813,0
126,953412485947805696,0
127,953485791107301376,0
128,953423337375531008,0
129,953444437807509506,0
130,955360334189088768,0
131,955370913788317696,0
132,950737329999753216,0
133,950763790731218945,0
134,949720407136980992,0
135,951578180149825538,0
136,951024420356751360,0
137,949953823023468545,0
138,950759419683491842,0
139,951894785190658050,0
140,949555086551928832,0
141,950706128433926144,0
142,942410900471939073,0
143,942336743390490626,0
144,942397105506799616,0
145,942460962908536832,0
146,991979470398611456,0
147,991460744343490560,0
148,991338895047643136,0
149,988395428298227713,0
150,942113078946287618,0
151,942051660997767168,0
152,950285799374966784,0
153,950208267992608768,0
154,950173442581639168,0
155,950322481348390913,0
156,950209000313966597,0
157,967861773142495232,0
158,968362008621015042,0
159,968259733739188224,0
160,955140850065035266,0
161,955143628632010752,0
162,955148959403651074,0
163,955141942609838082,0
164,955151376211988482,0
165,391308603417980928,0
166,955348683553374208,0
167,955344384794513410,0
168,521407939949899776,0
169,512125960884604928,0
170,526863080169680896,0
171,530716191342735360,0
172,529481202101936128,0
173,517042580333555712,0
174,523900790998859776,0
175,520576591643295745,0
176,508692253884579840,0
177,536971160714743808,0
178,933770876872548353,0
179,933719129193897984,0
180,933931846823489536,0
181,933318925810585600,0
182,941983481067921413,0
183,941986123777282048,0
184,941984777300791296,0
185,320616703782428672,0
186,322192024793137153,0
187,320262614276009984,0
188,321330049439637504,0
189,957575390247182336,0
190,957561351420948480,0
191,957586755326267392,0
192,957594062579732480,0
193,957566125507842048,0
194,957600345194205184,0
195,883330834492784641,0
196,884417005020958720,0
197,823529519843831811,0
198,822460301333430272,0
199,822459132741648384,0
200,822480219168710657,0
201,872717971910688768,0
202,966713830394007552,0
203,966616350155247617,0
204,966562412471246848,0
205,966670264682631172,0
206,966705040726642688,0
207,966595744089206784,0
208,966753550763257856,0
209,966783310306467840,0
210,966671053819973633,0
211,966764892370997250,0
212,938438656532140033,0
213,938440134634156032,0
214,938438684151607296,0
215,941749274236375046,0
216,941749526838341632,0
217,941749261460557825,0
218,347307072280469504,0
219,345693980018753536,0
220,348880305563779072,0
221,935525202875834368,0
222,944739019149201409,0
223,944951283366219777,0
224,944919762567655424,0
225,944911563248500736,0
226,944741500663017472,0
227,944950004858355715,0
228,954446399294394369,0
229,954449131287777281,0
230,954449719597699074,0
231,954451668564881409,0
232,936551327714496514,0
233,936552910229557248,0
234,936558783865802753,0
235,936549900069859329,0
236,957619796836782080,0
237,957656961037885441,0
238,957623956646789121,0
239,957734467673698305,0
240,957727084469800961,0
241,939073372364959744,0
242,939025978474373120,0
243,939039922119376896,0
244,939065591104770048,0
245,939046865613541381,0
246,955899761743327232,0
247,955870247847911424,0
248,955843977974046721,0
249,955883206972248064,0
250,955838445062008837,0
251,955865533978697728,0
252,938433929719308290,0
253,938434914051084288,0
254,938433281854525441,0
255,938437885098946562,0
256,938434953435648000,0
257,938437734267486208,0
258,938785667215187969,0
259,955452416476041217,0
260,955441512950706176,0
261,955782693043675136,0
262,955451622645264386,0
263,939547282374045696,0
264,939546178559119360,0
265,939544285921337345,0
266,939550672126709760,0
267,959082044675457024,0
268,958963706288918528,0
269,959048717373464581,0
270,959015327827931138,0
271,958963717227597824,0
272,959129818414632960,0
273,957991015478161408,0
274,958020913387229190,0
275,957986468596801537,0
276,955222175308500993,0
277,955205904399589383,0
278,955205141937844224,0
279,955209663531880454,0
280,955243535997046785,0
281,955205271906897929,0
282,955227285417738240,0
283,955232325226377217,0
284,955231337702739969,0
285,871742899918163968,0
286,871773941756506112,0
287,953568852297822208,0
288,953592051106484224,0
289,953568854114013186,0
290,953559903242805248,0
291,938458120967413763,0
292,938463473897476097,0
293,938461658955046912,0
294,938462801353420801,0
295,938460800125227016,0
296,938459402553700353,0
297,944210779703861248,0
298,944287270273716224,0
299,944276122333827072,0
300,944300133629530113,0
